"county_name","FIPS","year","median_income","pct_poverty","pct_college"
"Adams",39001,2003,34282,23.14,10.65
"Adams",39001,2004,34282,23.14,10.65
"Adams",39001,2005,34282,23.14,10.65
"Adams",39001,2006,34282,23.14,10.65
"Adams",39001,2007,34282,23.14,10.65
"Adams",39001,2008,34282,23.14,10.65
"Adams",39001,2009,34282,23.14,10.65
"Adams",39001,2010,34282,23.14,10.65
"Adams",39001,2011,34282,23.14,10.65
"Adams",39001,2012,34282,23.14,10.65
"Adams",39001,2013,35678,22.74,10.58
"Adams",39001,2014,34733,25.27,9.75
"Adams",39001,2015,35560,24.62,10.51
"Adams",39001,2016,34709,24.48,10.89
"Adams",39001,2017,36320,23.78,12.13
"Adams",39001,2018,36894,22.64,12.88
"Adams",39001,2019,39079,20.66,13.18
"Adams",39001,2020,40067,20.23,15.52
"Adams",39001,2021,44467,19.23,15.96
"Adams",39001,2022,46234,19.64,15.22
"Adams",39001,2023,49521,20.33,14.25
"Adams",39001,2024,49521,20.33,14.25
"Allen",39003,2003,43194,18.8,16.49
"Allen",39003,2004,43194,18.8,16.49
"Allen",39003,2005,43194,18.8,16.49
"Allen",39003,2006,43194,18.8,16.49
"Allen",39003,2007,43194,18.8,16.49
"Allen",39003,2008,43194,18.8,16.49
"Allen",39003,2009,43194,18.8,16.49
"Allen",39003,2010,43194,18.8,16.49
"Allen",39003,2011,43194,18.8,16.49
"Allen",39003,2012,43194,18.8,16.49
"Allen",39003,2013,42823,18.55,17.2
"Allen",39003,2014,43648,18.35,17.21
"Allen",39003,2015,44103,17.47,17.36
"Allen",39003,2016,45575,16.12,17.39
"Allen",39003,2017,47905,15.05,17.69
"Allen",39003,2018,50552,14.83,17.85
"Allen",39003,2019,53131,13.93,18.93
"Allen",39003,2020,51892,12.88,18.65
"Allen",39003,2021,55114,13.03,19.12
"Allen",39003,2022,58976,12.33,19.14
"Allen",39003,2023,62001,13.11,19.93
"Allen",39003,2024,62001,13.11,19.93
"Ashland",39005,2003,44996,16.28,19.2
"Ashland",39005,2004,44996,16.28,19.2
"Ashland",39005,2005,44996,16.28,19.2
"Ashland",39005,2006,44996,16.28,19.2
"Ashland",39005,2007,44996,16.28,19.2
"Ashland",39005,2008,44996,16.28,19.2
"Ashland",39005,2009,44996,16.28,19.2
"Ashland",39005,2010,44996,16.28,19.2
"Ashland",39005,2011,44996,16.28,19.2
"Ashland",39005,2012,44996,16.28,19.2
"Ashland",39005,2013,46548,16.27,19.29
"Ashland",39005,2014,47034,15.38,19.73
"Ashland",39005,2015,48003,14.86,20.4
"Ashland",39005,2016,48509,15.4,19.64
"Ashland",39005,2017,50893,14.19,20.2
"Ashland",39005,2018,52730,13.27,21.08
"Ashland",39005,2019,52823,13.8,20.95
"Ashland",39005,2020,55422,12.55,21.99
"Ashland",39005,2021,58168,12.38,22.2
"Ashland",39005,2022,62254,11.74,21.9
"Ashland",39005,2023,64991,13.78,22.06
"Ashland",39005,2024,64991,13.78,22.06
"Ashtabula",39007,2003,41075,18,13.02
"Ashtabula",39007,2004,41075,18,13.02
"Ashtabula",39007,2005,41075,18,13.02
"Ashtabula",39007,2006,41075,18,13.02
"Ashtabula",39007,2007,41075,18,13.02
"Ashtabula",39007,2008,41075,18,13.02
"Ashtabula",39007,2009,41075,18,13.02
"Ashtabula",39007,2010,41075,18,13.02
"Ashtabula",39007,2011,41075,18,13.02
"Ashtabula",39007,2012,41075,18,13.02
"Ashtabula",39007,2013,40516,18.75,12.65
"Ashtabula",39007,2014,40304,19.02,13.37
"Ashtabula",39007,2015,40544,20.06,13.31
"Ashtabula",39007,2016,41158,19.6,13.12
"Ashtabula",39007,2017,43017,19.81,13.38
"Ashtabula",39007,2018,44823,20.27,14.11
"Ashtabula",39007,2019,46700,19.89,14.28
"Ashtabula",39007,2020,47925,19.23,14.93
"Ashtabula",39007,2021,49680,18.9,15.08
"Ashtabula",39007,2022,53663,18.01,15.68
"Ashtabula",39007,2023,55507,18.27,15.97
"Ashtabula",39007,2024,55507,18.27,15.97
"Athens",39009,2003,33836,32.19,28.33
"Athens",39009,2004,33836,32.19,28.33
"Athens",39009,2005,33836,32.19,28.33
"Athens",39009,2006,33836,32.19,28.33
"Athens",39009,2007,33836,32.19,28.33
"Athens",39009,2008,33836,32.19,28.33
"Athens",39009,2009,33836,32.19,28.33
"Athens",39009,2010,33836,32.19,28.33
"Athens",39009,2011,33836,32.19,28.33
"Athens",39009,2012,33836,32.19,28.33
"Athens",39009,2013,33823,31.67,28.15
"Athens",39009,2014,33773,31.62,28.83
"Athens",39009,2015,33872,32.99,29.15
"Athens",39009,2016,34221,31.25,29.13
"Athens",39009,2017,37191,30.17,29.56
"Athens",39009,2018,37778,30.64,29.73
"Athens",39009,2019,40905,30.16,30.19
"Athens",39009,2020,42414,27.89,31.81
"Athens",39009,2021,47061,25.48,34.06
"Athens",39009,2022,48750,24.45,34.27
"Athens",39009,2023,53837,22.11,35.43
"Athens",39009,2024,53837,22.11,35.43
"Auglaize",39011,2003,52267,7.95,16.39
"Auglaize",39011,2004,52267,7.95,16.39
"Auglaize",39011,2005,52267,7.95,16.39
"Auglaize",39011,2006,52267,7.95,16.39
"Auglaize",39011,2007,52267,7.95,16.39
"Auglaize",39011,2008,52267,7.95,16.39
"Auglaize",39011,2009,52267,7.95,16.39
"Auglaize",39011,2010,52267,7.95,16.39
"Auglaize",39011,2011,52267,7.95,16.39
"Auglaize",39011,2012,52267,7.95,16.39
"Auglaize",39011,2013,52239,8.84,17.13
"Auglaize",39011,2014,52773,9.19,18.22
"Auglaize",39011,2015,54274,8.88,17.45
"Auglaize",39011,2016,55914,8.79,17.77
"Auglaize",39011,2017,59516,9.04,18.48
"Auglaize",39011,2018,61758,8.68,18.89
"Auglaize",39011,2019,64074,8.38,18.87
"Auglaize",39011,2020,66193,7.89,19.17
"Auglaize",39011,2021,69315,7.28,20.05
"Auglaize",39011,2022,75231,6.6,20.71
"Auglaize",39011,2023,76454,7.47,20.76
"Auglaize",39011,2024,76454,7.47,20.76
"Belmont",39013,2003,41676,14.61,13.85
"Belmont",39013,2004,41676,14.61,13.85
"Belmont",39013,2005,41676,14.61,13.85
"Belmont",39013,2006,41676,14.61,13.85
"Belmont",39013,2007,41676,14.61,13.85
"Belmont",39013,2008,41676,14.61,13.85
"Belmont",39013,2009,41676,14.61,13.85
"Belmont",39013,2010,41676,14.61,13.85
"Belmont",39013,2011,41676,14.61,13.85
"Belmont",39013,2012,41676,14.61,13.85
"Belmont",39013,2013,41534,14.56,14.41
"Belmont",39013,2014,43045,14.53,14.94
"Belmont",39013,2015,43833,14.58,15.09
"Belmont",39013,2016,44719,15.08,16.41
"Belmont",39013,2017,46484,14.12,16.13
"Belmont",39013,2018,49361,13.56,16.21
"Belmont",39013,2019,50904,12.33,16.67
"Belmont",39013,2020,51574,11.75,16.16
"Belmont",39013,2021,54191,11.26,16
"Belmont",39013,2022,56943,14.01,17.43
"Belmont",39013,2023,58411,14.27,18.72
"Belmont",39013,2024,58411,14.27,18.72
"Brown",39015,2003,45807,12.76,10.41
"Brown",39015,2004,45807,12.76,10.41
"Brown",39015,2005,45807,12.76,10.41
"Brown",39015,2006,45807,12.76,10.41
"Brown",39015,2007,45807,12.76,10.41
"Brown",39015,2008,45807,12.76,10.41
"Brown",39015,2009,45807,12.76,10.41
"Brown",39015,2010,45807,12.76,10.41
"Brown",39015,2011,45807,12.76,10.41
"Brown",39015,2012,45807,12.76,10.41
"Brown",39015,2013,44341,14.13,11.02
"Brown",39015,2014,44899,14.55,11.39
"Brown",39015,2015,45568,14.89,12.1
"Brown",39015,2016,47999,16.65,12.44
"Brown",39015,2017,49188,17.76,12.8
"Brown",39015,2018,52356,15.9,14.21
"Brown",39015,2019,54575,15.3,14.91
"Brown",39015,2020,57200,16.82,14.31
"Brown",39015,2021,59766,15.97,14.58
"Brown",39015,2022,66677,15.9,14.54
"Brown",39015,2023,69990,17.41,15.78
"Brown",39015,2024,69990,17.41,15.78
"Butler",39017,2003,56253,13.59,26.78
"Butler",39017,2004,56253,13.59,26.78
"Butler",39017,2005,56253,13.59,26.78
"Butler",39017,2006,56253,13.59,26.78
"Butler",39017,2007,56253,13.59,26.78
"Butler",39017,2008,56253,13.59,26.78
"Butler",39017,2009,56253,13.59,26.78
"Butler",39017,2010,56253,13.59,26.78
"Butler",39017,2011,56253,13.59,26.78
"Butler",39017,2012,56253,13.59,26.78
"Butler",39017,2013,56610,13.62,27.42
"Butler",39017,2014,56998,13.78,28.05
"Butler",39017,2015,57540,13.95,28.41
"Butler",39017,2016,59652,13.59,29.13
"Butler",39017,2017,62188,12.94,29.57
"Butler",39017,2018,63358,13.02,29.81
"Butler",39017,2019,66117,12.53,30.24
"Butler",39017,2020,69023,11.51,31.26
"Butler",39017,2021,72281,11.37,31.81
"Butler",39017,2022,77062,11.85,31.9
"Butler",39017,2023,81194,11.72,32.53
"Butler",39017,2024,81194,11.72,32.53
"Carroll",39019,2003,43127,15.05,11.41
"Carroll",39019,2004,43127,15.05,11.41
"Carroll",39019,2005,43127,15.05,11.41
"Carroll",39019,2006,43127,15.05,11.41
"Carroll",39019,2007,43127,15.05,11.41
"Carroll",39019,2008,43127,15.05,11.41
"Carroll",39019,2009,43127,15.05,11.41
"Carroll",39019,2010,43127,15.05,11.41
"Carroll",39019,2011,43127,15.05,11.41
"Carroll",39019,2012,43127,15.05,11.41
"Carroll",39019,2013,43779,15.51,11.02
"Carroll",39019,2014,45660,15.94,10.59
"Carroll",39019,2015,47075,15.44,11.36
"Carroll",39019,2016,48545,13.97,11.43
"Carroll",39019,2017,51748,14.79,12.35
"Carroll",39019,2018,52394,13.07,13.56
"Carroll",39019,2019,55267,12.28,13.27
"Carroll",39019,2020,52574,13.03,13.21
"Carroll",39019,2021,55954,13.22,14.1
"Carroll",39019,2022,59872,12.19,13.45
"Carroll",39019,2023,64675,12.46,14.03
"Carroll",39019,2024,64675,12.46,14.03
"Champaign",39021,2003,50214,14.79,15.16
"Champaign",39021,2004,50214,14.79,15.16
"Champaign",39021,2005,50214,14.79,15.16
"Champaign",39021,2006,50214,14.79,15.16
"Champaign",39021,2007,50214,14.79,15.16
"Champaign",39021,2008,50214,14.79,15.16
"Champaign",39021,2009,50214,14.79,15.16
"Champaign",39021,2010,50214,14.79,15.16
"Champaign",39021,2011,50214,14.79,15.16
"Champaign",39021,2012,50214,14.79,15.16
"Champaign",39021,2013,49157,13.39,16.97
"Champaign",39021,2014,49840,12.59,16.02
"Champaign",39021,2015,50974,12.37,15.54
"Champaign",39021,2016,53673,11.19,16.5
"Champaign",39021,2017,54495,11.06,16.1
"Champaign",39021,2018,57103,11.03,14.91
"Champaign",39021,2019,60112,10.15,16.08
"Champaign",39021,2020,59909,10.61,15.89
"Champaign",39021,2021,62865,10.19,16.75
"Champaign",39021,2022,70486,9.25,18.15
"Champaign",39021,2023,74239,8.2,19.11
"Champaign",39021,2024,74239,8.2,19.11
"Clark",39023,2003,43684,17.74,16.96
"Clark",39023,2004,43684,17.74,16.96
"Clark",39023,2005,43684,17.74,16.96
"Clark",39023,2006,43684,17.74,16.96
"Clark",39023,2007,43684,17.74,16.96
"Clark",39023,2008,43684,17.74,16.96
"Clark",39023,2009,43684,17.74,16.96
"Clark",39023,2010,43684,17.74,16.96
"Clark",39023,2011,43684,17.74,16.96
"Clark",39023,2012,43684,17.74,16.96
"Clark",39023,2013,43136,18.59,17.62
"Clark",39023,2014,43011,19.04,18.17
"Clark",39023,2015,43625,18.3,18.06
"Clark",39023,2016,44154,17.91,17.97
"Clark",39023,2017,46275,16.62,18.57
"Clark",39023,2018,48502,15.77,18.62
"Clark",39023,2019,50873,14.9,18.71
"Clark",39023,2020,51504,15.26,18.93
"Clark",39023,2021,54869,15.19,18.86
"Clark",39023,2022,58954,15.59,18.65
"Clark",39023,2023,60846,15.57,18.54
"Clark",39023,2024,60846,15.57,18.54
"Clermont",39025,2003,60590,10.25,25.4
"Clermont",39025,2004,60590,10.25,25.4
"Clermont",39025,2005,60590,10.25,25.4
"Clermont",39025,2006,60590,10.25,25.4
"Clermont",39025,2007,60590,10.25,25.4
"Clermont",39025,2008,60590,10.25,25.4
"Clermont",39025,2009,60590,10.25,25.4
"Clermont",39025,2010,60590,10.25,25.4
"Clermont",39025,2011,60590,10.25,25.4
"Clermont",39025,2012,60590,10.25,25.4
"Clermont",39025,2013,60365,10.19,25.61
"Clermont",39025,2014,60552,10.52,26.24
"Clermont",39025,2015,60805,10.66,27.1
"Clermont",39025,2016,61265,10.53,27.62
"Clermont",39025,2017,64183,9.81,28.31
"Clermont",39025,2018,64822,9.53,27.99
"Clermont",39025,2019,66968,8.97,28.63
"Clermont",39025,2020,69720,9.21,28.87
"Clermont",39025,2021,73013,8.94,29.47
"Clermont",39025,2022,79573,8.38,30.2
"Clermont",39025,2023,83178,8.84,31.39
"Clermont",39025,2024,83178,8.84,31.39
"Clinton",39027,2003,46443,15.4,13.93
"Clinton",39027,2004,46443,15.4,13.93
"Clinton",39027,2005,46443,15.4,13.93
"Clinton",39027,2006,46443,15.4,13.93
"Clinton",39027,2007,46443,15.4,13.93
"Clinton",39027,2008,46443,15.4,13.93
"Clinton",39027,2009,46443,15.4,13.93
"Clinton",39027,2010,46443,15.4,13.93
"Clinton",39027,2011,46443,15.4,13.93
"Clinton",39027,2012,46443,15.4,13.93
"Clinton",39027,2013,46048,16.5,14.45
"Clinton",39027,2014,45909,16.9,15.2
"Clinton",39027,2015,46787,15.85,15.82
"Clinton",39027,2016,48675,15.2,16.49
"Clinton",39027,2017,49997,14.71,17.45
"Clinton",39027,2018,51354,13.03,18.66
"Clinton",39027,2019,52815,14.8,18.92
"Clinton",39027,2020,54683,14.39,20.03
"Clinton",39027,2021,57409,13.98,20.06
"Clinton",39027,2022,64210,14.46,20.61
"Clinton",39027,2023,68125,14.77,20.06
"Clinton",39027,2024,68125,14.77,20.06
"Columbiana",39029,2003,41870,16.08,12.96
"Columbiana",39029,2004,41870,16.08,12.96
"Columbiana",39029,2005,41870,16.08,12.96
"Columbiana",39029,2006,41870,16.08,12.96
"Columbiana",39029,2007,41870,16.08,12.96
"Columbiana",39029,2008,41870,16.08,12.96
"Columbiana",39029,2009,41870,16.08,12.96
"Columbiana",39029,2010,41870,16.08,12.96
"Columbiana",39029,2011,41870,16.08,12.96
"Columbiana",39029,2012,41870,16.08,12.96
"Columbiana",39029,2013,42300,16.85,12.63
"Columbiana",39029,2014,43707,16.21,13.62
"Columbiana",39029,2015,44497,15.43,13.91
"Columbiana",39029,2016,45389,15.76,13.94
"Columbiana",39029,2017,45498,15.42,13.9
"Columbiana",39029,2018,46306,14.62,14.83
"Columbiana",39029,2019,48345,14.31,14.86
"Columbiana",39029,2020,49407,13.81,14.54
"Columbiana",39029,2021,51664,12.94,15.66
"Columbiana",39029,2022,55473,13.18,16.48
"Columbiana",39029,2023,58474,13.85,16.04
"Columbiana",39029,2024,58474,13.85,16.04
"Coshocton",39031,2003,41885,16.99,11.8
"Coshocton",39031,2004,41885,16.99,11.8
"Coshocton",39031,2005,41885,16.99,11.8
"Coshocton",39031,2006,41885,16.99,11.8
"Coshocton",39031,2007,41885,16.99,11.8
"Coshocton",39031,2008,41885,16.99,11.8
"Coshocton",39031,2009,41885,16.99,11.8
"Coshocton",39031,2010,41885,16.99,11.8
"Coshocton",39031,2011,41885,16.99,11.8
"Coshocton",39031,2012,41885,16.99,11.8
"Coshocton",39031,2013,41274,16.92,12.28
"Coshocton",39031,2014,41569,18.12,12.15
"Coshocton",39031,2015,41701,16.09,12.15
"Coshocton",39031,2016,43380,13.98,12.06
"Coshocton",39031,2017,43251,15.01,12.62
"Coshocton",39031,2018,44491,16.37,12.47
"Coshocton",39031,2019,46606,14.37,13.16
"Coshocton",39031,2020,48552,17.36,14.89
"Coshocton",39031,2021,49297,19.11,17.06
"Coshocton",39031,2022,52048,18.86,16.5
"Coshocton",39031,2023,54687,18.79,16.75
"Coshocton",39031,2024,54687,18.79,16.75
"Crawford",39033,2003,41877,14.68,11.22
"Crawford",39033,2004,41877,14.68,11.22
"Crawford",39033,2005,41877,14.68,11.22
"Crawford",39033,2006,41877,14.68,11.22
"Crawford",39033,2007,41877,14.68,11.22
"Crawford",39033,2008,41877,14.68,11.22
"Crawford",39033,2009,41877,14.68,11.22
"Crawford",39033,2010,41877,14.68,11.22
"Crawford",39033,2011,41877,14.68,11.22
"Crawford",39033,2012,41877,14.68,11.22
"Crawford",39033,2013,40783,16.56,11.82
"Crawford",39033,2014,41377,16.28,12.55
"Crawford",39033,2015,40795,16.43,12.62
"Crawford",39033,2016,40563,15.72,12.67
"Crawford",39033,2017,41726,16.25,14.66
"Crawford",39033,2018,42892,14.96,14.81
"Crawford",39033,2019,44971,14.95,14.38
"Crawford",39033,2020,46391,13.58,15.33
"Crawford",39033,2021,48449,14.1,15.65
"Crawford",39033,2022,52486,14.06,14.77
"Crawford",39033,2023,55477,13.2,15.5
"Crawford",39033,2024,55477,13.2,15.5
"Cuyahoga",39035,2003,43861,17.66,29.06
"Cuyahoga",39035,2004,43861,17.66,29.06
"Cuyahoga",39035,2005,43861,17.66,29.06
"Cuyahoga",39035,2006,43861,17.66,29.06
"Cuyahoga",39035,2007,43861,17.66,29.06
"Cuyahoga",39035,2008,43861,17.66,29.06
"Cuyahoga",39035,2009,43861,17.66,29.06
"Cuyahoga",39035,2010,43861,17.66,29.06
"Cuyahoga",39035,2011,43861,17.66,29.06
"Cuyahoga",39035,2012,43861,17.66,29.06
"Cuyahoga",39035,2013,43804,18.33,29.73
"Cuyahoga",39035,2014,44203,18.54,30.32
"Cuyahoga",39035,2015,44190,18.74,30.51
"Cuyahoga",39035,2016,45289,18.48,30.89
"Cuyahoga",39035,2017,46720,18.3,31.47
"Cuyahoga",39035,2018,48435,18.08,31.9
"Cuyahoga",39035,2019,50366,17.46,32.53
"Cuyahoga",39035,2020,51741,17.1,33.45
"Cuyahoga",39035,2021,55109,16.71,34.37
"Cuyahoga",39035,2022,60074,16.5,35.18
"Cuyahoga",39035,2023,62823,16.2,35.92
"Cuyahoga",39035,2024,62823,16.2,35.92
"Darke",39037,2003,44311,11.97,11.47
"Darke",39037,2004,44311,11.97,11.47
"Darke",39037,2005,44311,11.97,11.47
"Darke",39037,2006,44311,11.97,11.47
"Darke",39037,2007,44311,11.97,11.47
"Darke",39037,2008,44311,11.97,11.47
"Darke",39037,2009,44311,11.97,11.47
"Darke",39037,2010,44311,11.97,11.47
"Darke",39037,2011,44311,11.97,11.47
"Darke",39037,2012,44311,11.97,11.47
"Darke",39037,2013,43425,13.67,11.91
"Darke",39037,2014,43323,13.93,11.6
"Darke",39037,2015,44632,13.26,12.33
"Darke",39037,2016,47043,12.35,13.09
"Darke",39037,2017,50064,11.59,14.22
"Darke",39037,2018,52691,10.08,14.67
"Darke",39037,2019,55620,10.51,15.79
"Darke",39037,2020,54799,10.95,15.41
"Darke",39037,2021,57440,10.43,16.68
"Darke",39037,2022,60237,11.05,16.3
"Darke",39037,2023,64654,11.22,16.48
"Darke",39037,2024,64654,11.22,16.48
"Defiance",39039,2003,46377,14.58,16.43
"Defiance",39039,2004,46377,14.58,16.43
"Defiance",39039,2005,46377,14.58,16.43
"Defiance",39039,2006,46377,14.58,16.43
"Defiance",39039,2007,46377,14.58,16.43
"Defiance",39039,2008,46377,14.58,16.43
"Defiance",39039,2009,46377,14.58,16.43
"Defiance",39039,2010,46377,14.58,16.43
"Defiance",39039,2011,46377,14.58,16.43
"Defiance",39039,2012,46377,14.58,16.43
"Defiance",39039,2013,47593,13.94,16.45
"Defiance",39039,2014,48853,13.51,16.28
"Defiance",39039,2015,50663,13.4,16.7
"Defiance",39039,2016,50822,13.6,15.75
"Defiance",39039,2017,55295,10.96,16.2
"Defiance",39039,2018,57665,10.75,16.68
"Defiance",39039,2019,59931,10.18,17.95
"Defiance",39039,2020,62110,10.02,18.45
"Defiance",39039,2021,65779,9.54,19.17
"Defiance",39039,2022,69302,10.52,18.92
"Defiance",39039,2023,73615,9.97,20.12
"Defiance",39039,2024,73615,9.97,20.12
"Delaware",39041,2003,90499,4.74,49.84
"Delaware",39041,2004,90499,4.74,49.84
"Delaware",39041,2005,90499,4.74,49.84
"Delaware",39041,2006,90499,4.74,49.84
"Delaware",39041,2007,90499,4.74,49.84
"Delaware",39041,2008,90499,4.74,49.84
"Delaware",39041,2009,90499,4.74,49.84
"Delaware",39041,2010,90499,4.74,49.84
"Delaware",39041,2011,90499,4.74,49.84
"Delaware",39041,2012,90499,4.74,49.84
"Delaware",39041,2013,89757,4.9,50.45
"Delaware",39041,2014,91936,4.9,51.12
"Delaware",39041,2015,91955,4.54,51.83
"Delaware",39041,2016,94234,4.85,52.46
"Delaware",39041,2017,100229,5.06,53.78
"Delaware",39041,2018,104322,4.55,54.35
"Delaware",39041,2019,106908,4.81,54.32
"Delaware",39041,2020,111411,4.79,55.53
"Delaware",39041,2021,116284,4.6,57.06
"Delaware",39041,2022,123995,4.53,57.44
"Delaware",39041,2023,130088,5.05,58.04
"Delaware",39041,2024,130088,5.05,58.04
"Erie",39043,2003,46906,12.88,20.26
"Erie",39043,2004,46906,12.88,20.26
"Erie",39043,2005,46906,12.88,20.26
"Erie",39043,2006,46906,12.88,20.26
"Erie",39043,2007,46906,12.88,20.26
"Erie",39043,2008,46906,12.88,20.26
"Erie",39043,2009,46906,12.88,20.26
"Erie",39043,2010,46906,12.88,20.26
"Erie",39043,2011,46906,12.88,20.26
"Erie",39043,2012,46906,12.88,20.26
"Erie",39043,2013,46498,13.34,21.04
"Erie",39043,2014,48204,12.7,21.09
"Erie",39043,2015,48011,12.42,21.25
"Erie",39043,2016,48276,12.82,21.59
"Erie",39043,2017,51033,12.98,22.36
"Erie",39043,2018,52270,11.98,22.74
"Erie",39043,2019,54226,11.69,23.15
"Erie",39043,2020,58408,11.94,24.9
"Erie",39043,2021,60149,12.07,25.2
"Erie",39043,2022,65171,11.47,26.47
"Erie",39043,2023,68431,12.53,27.93
"Erie",39043,2024,68431,12.53,27.93
"Fairfield",39045,2003,58971,11.4,25.81
"Fairfield",39045,2004,58971,11.4,25.81
"Fairfield",39045,2005,58971,11.4,25.81
"Fairfield",39045,2006,58971,11.4,25.81
"Fairfield",39045,2007,58971,11.4,25.81
"Fairfield",39045,2008,58971,11.4,25.81
"Fairfield",39045,2009,58971,11.4,25.81
"Fairfield",39045,2010,58971,11.4,25.81
"Fairfield",39045,2011,58971,11.4,25.81
"Fairfield",39045,2012,58971,11.4,25.81
"Fairfield",39045,2013,58786,11.85,25.97
"Fairfield",39045,2014,60704,10.88,26.21
"Fairfield",39045,2015,60567,10.34,25.98
"Fairfield",39045,2016,61473,10.2,26.41
"Fairfield",39045,2017,63424,9.95,26.63
"Fairfield",39045,2018,66175,9.44,27.2
"Fairfield",39045,2019,67609,9.2,27.56
"Fairfield",39045,2020,70906,8.96,28.99
"Fairfield",39045,2021,77241,8.61,30.2
"Fairfield",39045,2022,82969,8.71,31.09
"Fairfield",39045,2023,87069,8.19,31.91
"Fairfield",39045,2024,87069,8.19,31.91
"Fayette",39047,2003,38864,19.29,13.37
"Fayette",39047,2004,38864,19.29,13.37
"Fayette",39047,2005,38864,19.29,13.37
"Fayette",39047,2006,38864,19.29,13.37
"Fayette",39047,2007,38864,19.29,13.37
"Fayette",39047,2008,38864,19.29,13.37
"Fayette",39047,2009,38864,19.29,13.37
"Fayette",39047,2010,38864,19.29,13.37
"Fayette",39047,2011,38864,19.29,13.37
"Fayette",39047,2012,38864,19.29,13.37
"Fayette",39047,2013,37619,20.1,13.69
"Fayette",39047,2014,40576,18.25,13.81
"Fayette",39047,2015,40503,18.45,14.05
"Fayette",39047,2016,41954,18.57,14.51
"Fayette",39047,2017,44289,17.65,15.76
"Fayette",39047,2018,46478,16.99,16.13
"Fayette",39047,2019,47308,16.2,16.26
"Fayette",39047,2020,48637,15.68,15.24
"Fayette",39047,2021,52964,16.13,14.72
"Fayette",39047,2022,56773,15.81,13.74
"Fayette",39047,2023,60047,16.04,13.84
"Fayette",39047,2024,60047,16.04,13.84
"Franklin",39049,2003,50700,17.74,35.99
"Franklin",39049,2004,50700,17.74,35.99
"Franklin",39049,2005,50700,17.74,35.99
"Franklin",39049,2006,50700,17.74,35.99
"Franklin",39049,2007,50700,17.74,35.99
"Franklin",39049,2008,50700,17.74,35.99
"Franklin",39049,2009,50700,17.74,35.99
"Franklin",39049,2010,50700,17.74,35.99
"Franklin",39049,2011,50700,17.74,35.99
"Franklin",39049,2012,50700,17.74,35.99
"Franklin",39049,2013,50877,18.05,36.38
"Franklin",39049,2014,51890,17.98,36.71
"Franklin",39049,2015,52341,17.54,37.57
"Franklin",39049,2016,54037,17.05,38.35
"Franklin",39049,2017,56319,16.66,38.67
"Franklin",39049,2018,58762,16.3,39.28
"Franklin",39049,2019,61305,15.71,40.05
"Franklin",39049,2020,62352,15.11,40.36
"Franklin",39049,2021,65999,14.66,41.2
"Franklin",39049,2022,71070,14.53,41.69
"Franklin",39049,2023,73795,14.54,41.97
"Franklin",39049,2024,73795,14.54,41.97
"Fulton",39051,2003,53039,10.34,16.72
"Fulton",39051,2004,53039,10.34,16.72
"Fulton",39051,2005,53039,10.34,16.72
"Fulton",39051,2006,53039,10.34,16.72
"Fulton",39051,2007,53039,10.34,16.72
"Fulton",39051,2008,53039,10.34,16.72
"Fulton",39051,2009,53039,10.34,16.72
"Fulton",39051,2010,53039,10.34,16.72
"Fulton",39051,2011,53039,10.34,16.72
"Fulton",39051,2012,53039,10.34,16.72
"Fulton",39051,2013,52856,11.38,16.27
"Fulton",39051,2014,52872,11.96,16.72
"Fulton",39051,2015,55120,10.78,17.22
"Fulton",39051,2016,55860,11.18,17.02
"Fulton",39051,2017,57774,10.59,17.28
"Fulton",39051,2018,60231,9.4,17.17
"Fulton",39051,2019,63092,7.85,17.64
"Fulton",39051,2020,61290,8.82,17.05
"Fulton",39051,2021,65418,8.84,17.61
"Fulton",39051,2022,71453,8.49,18.28
"Fulton",39051,2023,72866,8.68,18.84
"Fulton",39051,2024,72866,8.68,18.84
"Gallia",39053,2003,39399,18.97,15.26
"Gallia",39053,2004,39399,18.97,15.26
"Gallia",39053,2005,39399,18.97,15.26
"Gallia",39053,2006,39399,18.97,15.26
"Gallia",39053,2007,39399,18.97,15.26
"Gallia",39053,2008,39399,18.97,15.26
"Gallia",39053,2009,39399,18.97,15.26
"Gallia",39053,2010,39399,18.97,15.26
"Gallia",39053,2011,39399,18.97,15.26
"Gallia",39053,2012,39399,18.97,15.26
"Gallia",39053,2013,39226,17.7,15.18
"Gallia",39053,2014,37494,19.91,14.72
"Gallia",39053,2015,37319,20.89,15.11
"Gallia",39053,2016,39423,21.44,15.45
"Gallia",39053,2017,42002,20.92,16.22
"Gallia",39053,2018,42113,22.51,15.31
"Gallia",39053,2019,44858,20.7,15.89
"Gallia",39053,2020,48975,17.46,17.39
"Gallia",39053,2021,50773,16.42,17.25
"Gallia",39053,2022,55533,17.16,18.17
"Gallia",39053,2023,56455,14.81,17.9
"Gallia",39053,2024,56455,14.81,17.9
"Geauga",39055,2003,66127,8.33,34.78
"Geauga",39055,2004,66127,8.33,34.78
"Geauga",39055,2005,66127,8.33,34.78
"Geauga",39055,2006,66127,8.33,34.78
"Geauga",39055,2007,66127,8.33,34.78
"Geauga",39055,2008,66127,8.33,34.78
"Geauga",39055,2009,66127,8.33,34.78
"Geauga",39055,2010,66127,8.33,34.78
"Geauga",39055,2011,66127,8.33,34.78
"Geauga",39055,2012,66127,8.33,34.78
"Geauga",39055,2013,67663,8.07,35.93
"Geauga",39055,2014,70487,7.91,36.04
"Geauga",39055,2015,72430,7.49,37
